Date,Product,Week_Number,Demand,Promotion,Price
2025-03-23,Product_005,63,188.0,0,109
2025-03-23,Product_006,63,379.0,0,89
2025-03-23,Product_007,63,124.0,0,99
2025-03-23,Product_008,63,205.0,0,119
2025-03-23,Product_009,63,330.0,1,79
2025-03-23,Product_010,63,374.0,0,99
2025-03-30,Product_001,64,182.0,0,99
2025-03-30,Product_002,64,554.0,0,119
2025-03-30,Product_003,64,449.0,0,109
2025-03-30,Product_004,64,255.0,0,89
2025-03-30,Product_005,64,303.0,1,119
2025-03-30,Product_006,64,370.0,0,89
2025-03-30,Product_007,64,124.0,0,109
2025-03-30,Product_008,64,214.0,0,99
2025-03-30,Product_009,64,312.0,0,89
2025-03-30,Product_010,64,382.0,0,79
2025-04-06,Product_001,65,237.0,0,79
2025-04-06,Product_002,65,556.0,0,119
2025-04-06,Product_003,65,459.0,0,109
2025-04-06,Product_004,65,239.0,0,119
2025-04-06,Product_005,65,240.0,1,119
2025-04-06,Product_006,65,337.0,0,119
2025-04-06,Product_007,65,129.0,0,79
2025-04-06,Product_008,65,226.0,0,79
2025-04-06,Product_009,65,247.0,0,119
2025-04-06,Product_010,65,499.0,1,79
2025-04-13,Product_001,66,232.0,0,109
2025-04-13,Product_002,66,587.0,0,119
2025-04-13,Product_003,66,523.0,1,79
2025-04-13,Product_004,66,264.0,0,89
2025-04-13,Product_005,66,287.0,1,119
2025-04-13,Product_006,66,307.0,0,119
2025-04-13,Product_007,66,123.0,0,109
2025-04-13,Product_008,66,229.0,0,99
2025-04-13,Product_009,66,233.0,0,99
2025-04-13,Product_010,66,477.0,1,109
2025-04-20,Product_001,67,214.0,0,109
2025-04-20,Product_002,67,591.0,0,109
2025-04-20,Product_003,67,473.0,0,99
2025-04-20,Product_004,67,267.0,0,109
2025-04-20,Product_005,67,211.0,0,79
2025-04-20,Product_006,67,424.0,1,119
2025-04-20,Product_007,67,119.0,0,119
2025-04-20,Product_008,67,246.0,0,89
2025-04-20,Product_009,67,237.0,0,89
2025-04-20,Product_010,67,396.0,0,119
2025-04-27,Product_001,68,231.0,0,79
2025-04-27,Product_002,68,547.0,0,99
2025-04-27,Product_003,68,608.0,1,99
2025-04-27,Product_004,68,250.0,0,79
2025-04-27,Product_005,68,188.0,0,99
2025-04-27,Product_006,68,370.0,0,109
2025-04-27,Product_007,68,140.0,1,119
2025-04-27,Product_008,68,248.0,0,119
2025-04-27,Product_009,68,272.0,0,79
2025-04-27,Product_010,68,375.0,0,99
2025-05-04,Product_001,69,241.0,0,89
2025-05-04,Product_002,69,527.0,0,89
2025-05-04,Product_003,69,470.0,0,99
2025-05-04,Product_004,69,236.0,0,89
2025-05-04,Product_005,69,184.0,0,79
2025-05-04,Product_006,69,476.0,1,79
2025-05-04,Product_007,69,115.0,0,99
2025-05-04,Product_008,69,206.0,0,89
2025-05-04,Product_009,69,228.0,0,79
2025-05-04,Product_010,69,391.0,0,79
2025-05-11,Product_001,70,207.0,0,109
2025-05-11,Product_002,70,583.0,0,109
2025-05-11,Product_003,70,407.0,0,79
2025-05-11,Product_004,70,272.0,0,99
2025-05-11,Product_005,70,198.0,0,119
2025-05-11,Product_006,70,341.0,0,119
2025-05-11,Product_007,70,117.0,0,79
2025-05-11,Product_008,70,241.0,0,79
2025-05-11,Product_009,70,257.0,0,79
2025-05-11,Product_010,70,399.0,0,99
2025-05-18,Product_001,71,233.0,0,109
2025-05-18,Product_002,71,547.0,0,79
2025-05-18,Product_003,71,437.0,0,79
2025-05-18,Product_004,71,235.0,0,89
2025-05-18,Product_005,71,198.0,0,99
2025-05-18,Product_006,71,398.0,1,79
2025-05-18,Product_007,71,130.0,1,89
2025-05-18,Product_008,71,320.0,1,119
2025-05-18,Product_009,71,259.0,0,79
2025-05-18,Product_010,71,370.0,0,79
2025-05-25,Product_001,72,298.0,1,89
2025-05-25,Product_002,72,545.0,0,99
2025-05-25,Product_003,72,429.0,0,79
2025-05-25,Product_004,72,218.0,0,119
2025-05-25,Product_005,72,194.0,0,79
2025-05-25,Product_006,72,413.0,1,119
2025-05-25,Product_007,72,134.0,0,109
2025-05-25,Product_008,72,195.0,0,109
2025-05-25,Product_009,72,273.0,0,119
2025-05-25,Product_010,72,379.0,0,99
2025-06-01,Product_001,73,231.0,0,79
2025-06-01,Product_002,73,552.0,0,79
2025-06-01,Product_003,73,469.0,0,109
2025-06-01,Product_004,73,328.0,1,119
2025-06-01,Product_005,73,151.0,0,79
2025-06-01,Product_006,73,308.0,0,79
2025-06-01,Product_007,73,112.0,0,99
2025-06-01,Product_008,73,227.0,0,89
2025-06-01,Product_009,73,260.0,0,109
2025-06-01,Product_010,73,351.0,0,109
2025-06-08,Product_001,74,227.0,0,89
2025-06-08,Product_002,74,510.0,0,79
2025-06-08,Product_003,74,543.0,1,99
2025-06-08,Product_004,74,200.0,0,99
2025-06-08,Product_005,74,167.0,0,109
2025-06-08,Product_006,74,302.0,0,99
2025-06-08,Product_007,74,103.0,0,89
2025-06-08,Product_008,74,245.0,0,79
2025-06-08,Product_009,74,296.0,1,89
2025-06-08,Product_010,74,538.0,1,119
2025-06-15,Product_001,75,230.0,0,109
2025-06-15,Product_002,75,679.0,1,99
2025-06-15,Product_003,75,407.0,0,119
2025-06-15,Product_004,75,239.0,0,99
2025-06-15,Product_005,75,171.0,0,79
2025-06-15,Product_006,75,425.0,1,79
2025-06-15,Product_007,75,172.0,0,79
2025-06-15,Product_008,75,219.0,0,99
2025-06-15,Product_009,75,266.0,0,119
2025-06-15,Product_010,75,342.0,0,79
2025-06-22,Product_001,76,216.0,0,119
2025-06-22,Product_002,76,710.0,1,99
2025-06-22,Product_003,76,405.0,0,119
2025-06-22,Product_004,76,258.0,0,99
2025-06-22,Product_005,76,252.0,1,99
2025-06-22,Product_006,76,309.0,0,109
2025-06-22,Product_007,76,172.0,1,99
2025-06-22,Product_008,76,237.0,0,99
2025-06-22,Product_009,76,252.0,0,89
2025-06-22,Product_010,76,319.0,0,79
2025-06-29,Product_001,77,259.0,1,109
2025-06-29,Product_002,77,498.0,0,109
2025-06-29,Product_003,77,410.0,0,109
2025-06-29,Product_004,77,231.0,0,89
2025-06-29,Product_005,77,181.0,0,99
2025-06-29,Product_006,77,288.0,0,79
2025-06-29,Product_007,77,125.0,0,119
2025-06-29,Product_008,77,294.0,1,99
2025-06-29,Product_009,77,247.0,0,89
2025-06-29,Product_010,77,367.0,0,99
2025-07-06,Product_001,78,227.0,0,99
2025-07-06,Product_002,78,655.0,1,89
2025-07-06,Product_003,78,403.0,0,109
2025-07-06,Product_004,78,182.0,0,109
2025-07-06,Product_005,78,183.0,0,79
2025-07-06,Product_006,78,314.0,0,79
2025-07-06,Product_007,78,121.0,0,109
2025-07-06,Product_008,78,185.0,0,119
2025-07-06,Product_009,78,211.0,0,99
2025-07-06,Product_010,78,361.0,0,119
2025-07-13,Product_001,79,206.0,0,99
2025-07-13,Product_002,79,500.0,0,109
2025-07-13,Product_003,79,399.0,0,79
2025-07-13,Product_004,79,212.0,0,79
2025-07-13,Product_005,79,190.0,0,119
2025-07-13,Product_006,79,294.0,0,79
2025-07-13,Product_007,79,116.0,0,109
2025-07-13,Product_008,79,198.0,0,119
2025-07-13,Product_009,79,220.0,0,99
2025-07-13,Product_010,79,328.0,0,79
2025-07-20,Product_001,80,208.0,0,89
2025-07-20,Product_002,80,469.0,0,79
2025-07-20,Product_003,80,417.0,0,99
2025-07-20,Product_004,80,190.0,0,119
2025-07-20,Product_005,80,165.0,0,99
2025-07-20,Product_006,80,291.0,0,89
2025-07-20,Product_007,80,141.0,0,109
2025-07-20,Product_008,80,269.0,1,79
2025-07-20,Product_009,80,245.0,0,119
2025-07-20,Product_010,80,299.0,0,109
2025-07-27,Product_001,81,206.0,0,99
2025-07-27,Product_002,81,489.0,0,119
2025-07-27,Product_003,81,387.0,0,109
2025-07-27,Product_004,81,226.0,0,119
2025-07-27,Product_005,81,156.0,0,89
2025-07-27,Product_006,81,420.0,1,89
2025-07-27,Product_007,81,156.0,0,79
2025-07-27,Product_008,81,193.0,0,79
2025-07-27,Product_009,81,212.0,0,89
2025-07-27,Product_010,81,353.0,0,119
2025-08-03,Product_001,82,229.0,0,89
2025-08-03,Product_002,82,453.0,0,79
2025-08-03,Product_003,82,371.0,0,89
2025-08-03,Product_004,82,196.0,0,89
2025-08-03,Product_005,82,137.0,0,119
2025-08-03,Product_006,82,272.0,0,109
2025-08-03,Product_007,82,88.0,0,79
2025-08-03,Product_008,82,237.0,1,119
2025-08-03,Product_009,82,282.0,1,89
2025-08-03,Product_010,82,323.0,0,89
2025-08-10,Product_001,83,225.0,0,109
2025-08-10,Product_002,83,437.0,0,79
2025-08-10,Product_003,83,393.0,0,79
2025-08-10,Product_004,83,252.0,1,99
2025-08-10,Product_005,83,160.0,0,79
2025-08-10,Product_006,83,299.0,0,109
2025-08-10,Product_007,83,84.0,0,99
2025-08-10,Product_008,83,202.0,0,99
2025-08-10,Product_009,83,218.0,0,89
2025-08-10,Product_010,83,420.0,1,89
2025-08-17,Product_001,84,197.0,0,79
2025-08-17,Product_002,84,499.0,0,99
2025-08-17,Product_003,84,462.0,1,89
2025-08-17,Product_004,84,185.0,0,109
2025-08-17,Product_005,84,146.0,0,89
2025-08-17,Product_006,84,271.0,0,89
2025-08-17,Product_007,84,92.0,0,99
2025-08-17,Product_008,84,280.0,1,99
2025-08-17,Product_009,84,240.0,0,119
2025-08-17,Product_010,84,387.0,1,109
2025-08-24,Product_001,85,172.0,0,99
2025-08-24,Product_002,85,590.0,1,79
2025-08-24,Product_003,85,352.0,0,109
2025-08-24,Product_004,85,206.0,0,109
2025-08-24,Product_005,85,161.0,0,99
2025-08-24,Product_006,85,322.0,1,109
2025-08-24,Product_007,85,135.0,0,99
2025-08-24,Product_008,85,225.0,0,89
2025-08-24,Product_009,85,197.0,0,119
2025-08-24,Product_010,85,298.0,0,89
2025-08-31,Product_001,86,251.0,1,99
2025-08-31,Product_002,86,446.0,0,99
2025-08-31,Product_003,86,373.0,0,89
2025-08-31,Product_004,86,231.0,0,79
2025-08-31,Product_005,86,152.0,0,79
2025-08-31,Product_006,86,259.0,0,79
2025-08-31,Product_007,86,75.0,0,99
2025-08-31,Product_008,86,172.0,0,109
2025-08-31,Product_009,86,206.0,0,99
2025-08-31,Product_010,86,338.0,0,109
2025-09-07,Product_001,87,175.0,0,89
2025-09-07,Product_002,87,440.0,0,119
2025-09-07,Product_003,87,356.0,0,109
2025-09-07,Product_004,87,213.0,0,79
2025-09-07,Product_005,87,265.0,1,99
2025-09-07,Product_006,87,341.0,1,89
2025-09-07,Product_007,87,92.0,0,79
2025-09-07,Product_008,87,206.0,0,89
2025-09-07,Product_009,87,283.0,1,119
2025-09-07,Product_010,87,336.0,0,99
2025-09-14,Product_001,88,196.0,0,99
2025-09-14,Product_002,88,426.0,0,119
2025-09-14,Product_003,88,366.0,0,99
2025-09-14,Product_004,88,210.0,0,109
2025-09-14,Product_005,88,169.0,0,89
2025-09-14,Product_006,88,365.0,1,79
2025-09-14,Product_007,88,159.0,1,119
2025-09-14,Product_008,88,207.0,0,109
2025-09-14,Product_009,88,231.0,0,79
2025-09-14,Product_010,88,310.0,0,79
2025-09-21,Product_001,89,180.0,0,119
2025-09-21,Product_002,89,434.0,0,109
2025-09-21,Product_003,89,376.0,0,79
2025-09-21,Product_004,89,222.0,1,79
2025-09-21,Product_005,89,159.0,0,109
2025-09-21,Product_006,89,262.0,0,99
2025-09-21,Product_007,89,131.0,1,79
2025-09-21,Product_008,89,209.0,0,89
2025-09-21,Product_009,89,206.0,0,109
2025-09-21,Product_010,89,297.0,0,79
2025-09-28,Product_001,90,156.0,0,119
2025-09-28,Product_002,90,445.0,0,89
2025-09-28,Product_003,90,364.0,0,79
2025-09-28,Product_004,90,230.0,0,89
2025-09-28,Product_005,90,188.0,1,89
2025-09-28,Product_006,90,274.0,0,99
2025-09-28,Product_007,90,105.0,0,89
2025-09-28,Product_008,90,214.0,0,99
2025-09-28,Product_009,90,200.0,0,109
2025-09-28,Product_010,90,301.0,0,99
2025-10-05,Product_001,91,195.0,0,119
2025-10-05,Product_002,91,434.0,0,79
2025-10-05,Product_003,91,343.0,0,109
2025-10-05,Product_004,91,191.0,0,109
2025-10-05,Product_005,91,173.0,0,119
2025-10-05,Product_006,91,249.0,0,99
2025-10-05,Product_007,91,134.0,1,79
2025-10-05,Product_008,91,169.0,0,99
2025-10-05,Product_009,91,226.0,0,89
2025-10-05,Product_010,91,265.0,0,99
2025-10-12,Product_001,92,172.0,0,109
2025-10-12,Product_002,92,439.0,0,79
2025-10-12,Product_003,92,384.0,0,99
2025-10-12,Product_004,92,186.0,0,79
2025-10-12,Product_005,92,141.0,0,79
2025-10-12,Product_006,92,308.0,0,89
2025-10-12,Product_007,92,72.0,0,89
2025-10-12,Product_008,92,139.0,0,109
2025-10-12,Product_009,92,274.0,1,119
2025-10-12,Product_010,92,286.0,0,79
2025-10-19,Product_001,93,164.0,0,119
2025-10-19,Product_002,93,448.0,0,109
2025-10-19,Product_003,93,360.0,0,79
2025-10-19,Product_004,93,177.0,0,79
2025-10-19,Product_005,93,127.0,0,119
2025-10-19,Product_006,93,289.0,0,99
2025-10-19,Product_007,93,114.0,0,89
2025-10-19,Product_008,93,182.0,0,99
2025-10-19,Product_009,93,241.0,0,119
2025-10-19,Product_010,93,276.0,0,89
2025-10-26,Product_001,94,155.0,0,99
2025-10-26,Product_002,94,423.0,0,89
2025-10-26,Product_003,94,357.0,0,79
2025-10-26,Product_004,94,195.0,0,99
2025-10-26,Product_005,94,149.0,0,89
2025-10-26,Product_006,94,281.0,0,89
2025-10-26,Product_007,94,100.0,1,89
2025-10-26,Product_008,94,215.0,0,99
2025-10-26,Product_009,94,204.0,0,109
2025-10-26,Product_010,94,323.0,0,99
2025-11-02,Product_001,95,195.0,0,119
2025-11-02,Product_002,95,451.0,0,99
2025-11-02,Product_003,95,373.0,0,89
2025-11-02,Product_004,95,261.0,1,79
2025-11-02,Product_005,95,169.0,0,99
2025-11-02,Product_006,95,303.0,0,99
2025-11-02,Product_007,95,139.0,1,89
2025-11-02,Product_008,95,202.0,0,79
2025-11-02,Product_009,95,206.0,0,79
2025-11-02,Product_010,95,332.0,0,119
2025-11-09,Product_001,96,177.0,0,99
2025-11-09,Product_002,96,483.0,0,79
2025-11-09,Product_003,96,474.0,1,79
2025-11-09,Product_004,96,166.0,0,109
2025-11-09,Product_005,96,160.0,0,109
2025-11-09,Product_006,96,266.0,0,79
2025-11-09,Product_007,96,121.0,0,119
2025-11-09,Product_008,96,230.0,1,79
2025-11-09,Product_009,96,201.0,0,89
2025-11-09,Product_010,96,269.0,0,99
2025-11-16,Product_001,97,184.0,0,119
2025-11-16,Product_002,97,405.0,0,89
2025-11-16,Product_003,97,339.0,0,119
2025-11-16,Product_004,97,212.0,0,89
2025-11-16,Product_005,97,176.0,0,99
2025-11-16,Product_006,97,293.0,0,99
2025-11-16,Product_007,97,87.0,0,109
2025-11-16,Product_008,97,192.0,0,89
2025-11-16,Product_009,97,213.0,0,109
2025-11-16,Product_010,97,288.0,0,89
2025-11-23,Product_001,98,226.0,0,109
2025-11-23,Product_002,98,479.0,0,99
2025-11-23,Product_003,98,373.0,0,119
2025-11-23,Product_004,98,201.0,0,109
2025-11-23,Product_005,98,167.0,0,89
2025-11-23,Product_006,98,248.0,0,89
2025-11-23,Product_007,98,134.0,1,99
2025-11-23,Product_008,98,182.0,0,89
2025-11-23,Product_009,98,196.0,0,79
2025-11-23,Product_010,98,311.0,0,119
2025-11-30,Product_001,99,235.0,0,109
2025-11-30,Product_002,99,482.0,0,119
2025-11-30,Product_003,99,372.0,0,99
2025-11-30,Product_004,99,280.0,1,109
2025-11-30,Product_005,99,193.0,0,109
2025-11-30,Product_006,99,406.0,1,79
2025-11-30,Product_007,99,111.0,0,99
2025-11-30,Product_008,99,187.0,0,89
2025-11-30,Product_009,99,304.0,1,79
2025-11-30,Product_010,99,330.0,0,79
2025-12-07,Product_001,100,221.0,0,119
2025-12-07,Product_002,100,491.0,0,119
2025-12-07,Product_003,100,412.0,0,119
2025-12-07,Product_004,100,197.0,0,79
2025-12-07,Product_005,100,195.0,0,89
2025-12-07,Product_006,100,303.0,0,109
2025-12-07,Product_007,100,153.0,0,119
2025-12-07,Product_008,100,189.0,0,89
2025-12-07,Product_009,100,259.0,0,99
2025-12-07,Product_010,100,332.0,0,119
2025-12-14,Product_001,101,194.0,0,109
2025-12-14,Product_002,101,477.0,0,99
2025-12-14,Product_003,101,392.0,0,99
2025-12-14,Product_004,101,220.0,0,109
2025-12-14,Product_005,101,182.0,0,119
2025-12-14,Product_006,101,294.0,0,79
2025-12-14,Product_007,101,113.0,0,109
2025-12-14,Product_008,101,250.0,0,109
2025-12-14,Product_009,101,263.0,0,109
2025-12-14,Product_010,101,343.0,0,99
2025-12-21,Product_001,102,212.0,0,89
2025-12-21,Product_002,102,499.0,0,79
2025-12-21,Product_003,102,419.0,0,119
2025-12-21,Product_004,102,254.0,1,119
2025-12-21,Product_005,102,221.0,1,89
2025-12-21,Product_006,102,278.0,0,109
2025-12-21,Product_007,102,124.0,0,79
2025-12-21,Product_008,102,224.0,0,119
2025-12-21,Product_009,102,224.0,0,119
2025-12-21,Product_010,102,373.0,0,109
2025-12-28,Product_001,103,191.0,0,89
2025-12-28,Product_002,103,478.0,0,79
2025-12-28,Product_003,103,419.0,0,89
2025-12-28,Product_004,103,241.0,0,89
2025-12-28,Product_005,103,212.0,0,79
2025-12-28,Product_006,103,308.0,0,79
2025-12-28,Product_007,103,182.0,1,119
2025-12-28,Product_008,103,215.0,0,119
2025-12-28,Product_009,103,235.0,0,79
2025-12-28,Product_010,103,366.0,0,99
